Area KmSq,Perimeter m,Latitude,Longitude,ID,Town,Tree Count,Ash,Atlantic white cedar,Basswood,Beech,Birch,Black gum/sweet gum,Cedar/juniper,Cherry,Chestnut,Dogwood,Elm,Fir,Hemlock,Hickory,Ironwood,Maple,Oak,Other hardwood,Pine,Poplar,Tulip poplar,Spruce,Sycamore,Tamarack,Walnut
137.378,61767.94179,44.4,-73.875,507,Jay _ Whi,93,2,0,0,23,4,0,1,2,0,0,0,11,3,0,3,10,1,0,2,2,0,29,0,0,0
178.196,66816.80704,43.18,-73.64,508,Kay NE Ri,170,7,0,2,9,3,0,0,2,3,0,7,0,14,5,1,12,36,0,60,2,0,0,0,0,7
108.297,43938.9342,42.7817,-73.3317,509,Petersbur,268,5,0,7,56,22,0,0,0,3,0,5,0,3,2,10,77,64,2,9,2,0,0,0,0,1
103.191,57067.32686,42.94,-73.38,510,Hoosuc Pa,60,0,0,1,1,2,0,0,2,2,0,0,0,7,0,2,5,25,0,5,3,0,0,0,0,5
184.616,55361.36594,42.6567,-73.6733,511,Greenbush,807,13,0,6,10,13,0,0,1,25,0,21,0,28,41,18,28,335,5,254,9,0,0,0,0,0
61.7149,31482.42485,41.85,-73.7,512,Nine Part,182,5,0,0,0,0,0,0,0,3,0,11,0,4,19,0,8,118,6,4,4,0,0,0,0,0
119.158,45768.85186,43.02,-72.11,513,Nelson,221,8,1,0,83,7,0,0,0,0,0,0,0,33,0,3,29,30,1,13,2,0,11,0,0,0
84.3164,37954.26755,43.2305,-72.1836,514,Lempster,195,1,0,1,90,5,0,0,0,0,0,0,2,33,0,0,12,0,0,0,0,0,51,0,0,0
117.341,45470.43019,43.19,-72.07,515,Washingto,110,4,0,0,68,9,0,0,0,0,0,0,1,15,0,0,9,0,0,1,0,0,3,0,0,0
90.7449,52527.45893,43.23,-71.95,516,Bradford,56,1,0,0,30,3,0,0,0,0,0,0,0,10,0,0,6,1,0,2,2,0,1,0,0,0
106.367,42632.73237,43.6433,-72.2617,517,Lebanon,535,19,0,19,154,30,4,0,2,0,0,13,0,131,0,0,59,22,0,74,1,0,2,1,0,4
107.287,42023.86939,43.53,-72.16,518,Grantham,250,7,0,2,97,18,0,0,2,0,0,0,1,49,0,0,14,0,0,4,0,0,56,0,0,0
106.347,42636.6807,43.56,-72.29,519,Plainfiel,179,5,0,9,52,14,0,0,0,0,0,0,0,56,0,0,27,1,0,15,0,0,0,0,0,0
150.331,49669.17047,44.4317,-72.1583,520,Danville_,285,10,0,2,102,46,0,3,0,0,0,1,37,11,0,1,53,0,0,0,0,0,18,0,0,1
132.571,49193.37351,44.33,-72.2,521,Peacham,88,1,0,0,29,9,0,0,0,0,0,0,6,6,0,0,8,0,0,0,0,0,29,0,0,0
239.346,68180.39838,44.88,-72.04,522,Caldersbu,86,0,0,0,20,9,0,3,0,0,0,0,9,3,0,0,15,0,0,0,0,0,27,0,0,0
279.977,68288.35424,44.83,-72.76,523,Enosburgh,111,1,0,1,48,8,0,0,0,0,0,2,1,22,0,6,14,1,0,0,0,0,7,0,0,0
211.202,79068.73554,44.18,-73.1,524,Bristol_M,191,4,0,5,98,11,0,4,0,0,0,4,1,16,0,6,24,3,0,8,1,0,4,0,1,1
191.953,55246.11291,44.1028,-72.8528,525,Warren vi,54,0,0,2,26,6,0,0,0,0,0,0,1,3,0,0,4,0,1,0,0,0,11,0,0,0
207.973,64979.33001,42.8,-72.42,526,Wincheste,358,2,0,2,20,32,0,0,0,24,0,8,0,81,9,0,45,57,0,73,2,0,3,0,0,0
186.985,69074.2504,42.7928,-74.2046,527,Schnectad,154,8,0,2,75,4,0,0,0,0,0,1,0,25,3,4,14,10,0,7,1,0,0,0,0,0
93.9459,43038.66534,43.078,-75.782,528,Canastota,153,24,0,6,39,5,0,2,0,0,0,7,0,33,1,3,26,0,2,0,0,0,0,5,0,0
190.47,81083.69904,43.1443,-75.9147,529,Oneida NW,259,45,0,11,41,11,1,5,0,2,0,9,0,53,7,1,39,17,3,3,0,0,1,1,2,7
321.132,101482.7963,40.77,-73.36,530,HuntngNY,50,0,1,0,0,0,1,0,0,5,0,0,0,0,6,0,2,34,1,0,0,0,0,0,0,0
132.53,63390.62948,44.473,-71.56,531,Lancaster,63,2,0,0,11,5,0,0,1,0,0,1,4,3,0,0,16,0,0,2,0,0,18,0,0,0
155.009,52172.94645,44,-71.73,532,Peeling,216,0,0,0,58,26,0,0,0,0,0,0,16,17,0,0,13,0,2,0,0,0,84,0,0,0
135.906,52749.55472,43.82,-71.65,533,Campton,476,14,0,6,156,25,0,0,3,0,0,1,2,102,0,1,51,9,2,24,0,0,76,0,0,4
75.6662,41703.54579,43.7374,-71.72766,534,Plymouth,149,3,0,1,56,5,0,0,0,0,0,9,0,22,0,0,24,10,0,6,1,0,9,0,0,3
103.52,46112.05801,43.38,-71.77,535,SalisbNH,1023,48,0,2,316,85,0,0,0,0,0,6,2,155,1,2,141,142,0,102,9,0,12,0,0,0
147.32,66334.33497,43.27,-71.83,536,Warner,797,4,0,0,330,26,0,0,2,2,0,10,0,117,0,1,117,54,0,82,6,0,45,0,0,1
176.327,62089.10635,43.24,-71.56,537,Concord,1551,47,0,5,15,55,1,0,1,22,0,25,0,93,0,1,144,580,3,529,25,0,5,0,0,0
58.4926,44582.22938,43.1817,-71.4483,538,Pembroke,350,24,0,6,5,14,4,0,0,0,0,4,0,34,0,0,31,113,0,110,4,0,1,0,0,0
85.7204,40831.82344,42.94,-71.53,539,Narragans,101,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,27,0,67,0,0,0,0,0,0
55.4333,38340.53093,42.6838,-71.3077,540,Dracut,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,50,1,0,0,0,0,0
103.449,41900.17332,42.68,-71.75,541,Townsend_,216,6,0,2,29,16,0,0,0,8,0,0,0,9,0,3,26,51,0,63,2,0,1,0,0,0
176.488,60486.2226,42.6578,-71.1313,542,Andover,3153,45,1,2,5,79,6,0,0,1,0,36,0,0,420,6,120,2273,10,128,13,0,0,0,0,8
69.5408,45270.43801,42.678,-71.01183,543,Boxford,93,4,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,75,1,4,0,0,0,0,0,0
126.062,44848.32153,43.74,-71.5883,544,Holdernes,267,6,0,1,43,27,1,0,0,0,0,0,0,26,0,2,31,102,0,23,3,0,2,0,0,0
131.968,55637.78156,42.89,-71.63,545,Amherst_r,87,1,0,0,2,3,0,0,0,13,0,0,0,4,1,0,7,28,1,27,0,0,0,0,0,0
138.755,53259.08806,43.31,-71.69,546,Boscawan,373,13,0,1,58,25,0,0,0,0,0,0,0,49,0,2,30,96,0,83,11,0,5,0,0,0
142.025,49876.44743,44.2817,-71.6917,547,Bethlehem,68,0,0,0,8,15,0,0,0,0,0,0,8,1,0,0,4,0,0,0,0,0,32,0,0,0
38.6367,28228.23886,43,-71.48,548,Mancheste,106,5,0,0,0,2,0,0,1,2,0,1,0,0,1,0,4,30,0,60,0,0,0,0,0,0
102.024,48386.53531,42.91,-71.81,549,Lyndeboro,90,5,0,1,16,8,0,0,0,0,0,0,0,16,0,1,7,14,0,13,0,0,9,0,0,0
178.593,60347.38286,44.2767,-71.4083,550,Crawford,76,0,0,1,3,19,0,0,0,0,0,0,8,8,0,0,7,0,0,0,0,0,29,0,1,0
92.7026,38519.61621,46.7009,-68.2394,551,T12R4 WEL,71,0,0,0,5,12,0,24,0,0,0,0,17,2,0,0,1,0,1,0,0,0,9,0,0,0
102.573,40520.20501,45.89597,-68.4966,552,Stacyvill,49,0,0,0,11,8,0,6,0,0,0,0,4,2,0,0,6,0,3,0,0,0,8,0,1,0
98.542,39544.58147,45.8796,-69.40497,553,T3R13 WEL,151,4,0,1,12,22,0,27,0,0,0,0,20,9,0,0,12,0,2,3,0,0,38,0,1,0
94.5823,38800.55162,45.7981,-69.4196,554,T2R13 _ T,213,3,0,0,25,14,0,28,0,0,0,0,41,8,0,0,20,0,5,1,0,0,68,0,0,0
121.52,44012.072,45.7946,-69.9821,555,Soldierto,138,2,0,0,6,35,0,18,2,0,0,0,28,0,0,0,10,0,0,4,1,0,31,0,1,0
91.1729,38994.0353,45.702,-69.38,556,T1R13 _ T,70,1,0,0,8,15,0,7,0,0,0,0,3,1,0,0,3,0,1,2,0,0,27,0,2,0
113.228,43191.76126,45.63,-70.08,557,Long Pond,281,0,0,0,15,62,0,16,0,0,0,0,37,0,0,0,20,0,11,6,0,0,114,0,0,0
110.607,43755.20252,45.60645,-70.18909,558,Jackman _,209,1,0,0,6,49,0,15,0,0,0,0,24,1,0,1,28,0,4,0,1,0,79,0,0,0
109.282,41654.07194,45.3618,-70.5538,559,Kibby _T1,70,1,0,0,4,8,0,3,0,0,0,0,15,0,0,0,7,0,1,1,1,0,29,0,0,0
99.5214,39909.61861,45.25446,-70.63631,560,Alder Str,77,1,0,0,2,11,0,13,3,0,0,0,11,0,0,0,8,0,5,2,2,0,19,0,0,0
108.019,41469.90299,45.18,-70.49,561,Eustis T4,207,1,0,0,7,50,0,13,0,0,0,0,23,1,0,1,28,0,4,0,1,0,78,0,0,0
105.957,41215.48023,45.161,-70.7466,562,Stetsonto,69,1,0,0,0,17,0,1,0,0,0,0,16,0,0,0,2,0,4,0,0,0,28,0,0,0
86.2916,56377.49019,44.99,-67.11,563,Twp _1 _P,247,4,0,0,4,41,0,11,0,0,0,0,32,22,0,0,11,0,0,46,20,0,55,0,1,0
161.327,64336.68137,45.00613,-71.29574,564,Dartmouth,176,1,0,0,10,37,0,1,2,0,0,0,34,0,0,0,26,0,9,1,0,0,55,0,0,0
174.834,52935.71936,44.77,-71.14,565,Errol,235,3,0,0,41,21,0,7,0,0,0,0,46,4,0,0,7,0,0,0,1,0,102,0,3,0
205.379,58504.57024,44.0183,-71.0717,566,Conway,588,9,0,0,115,28,0,0,1,0,0,2,0,69,0,0,50,46,0,174,23,0,71,0,0,0
104.877,43370.1699,43.5,-70.65,567,Coxhall _,86,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,9,34,0,35,3,0,1,0,0,0
147.019,54440.6935,43.165,-70.66,568,York,938,28,3,7,105,75,2,0,0,0,0,7,0,147,5,6,74,296,16,144,12,0,10,0,1,0
41.3478,32566.50634,42.8448,-70.8622,569,SalisbMA,107,3,0,0,1,10,0,0,0,0,0,2,0,10,3,4,4,47,0,23,0,0,0,0,0,0
195.141,59065.53187,43.32,-70.81,570,Berwick,150,6,0,3,5,7,0,0,0,0,0,1,0,8,2,1,18,63,0,33,3,0,0,0,0,0
186.151,79377.78039,43.13,-70.76,571,Kittery,180,6,0,3,35,12,0,0,0,0,0,2,0,22,1,0,15,58,1,24,1,0,0,0,0,0
92.9347,60437.84601,44.53,-68.16,572,Sullivan,172,0,0,0,3,14,0,7,0,0,0,0,27,14,0,0,3,6,0,24,2,0,72,0,0,0
185.024,103650.6215,44.66,-67.59,573,Jonesboro,48,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,24,0,0,0
88.0428,87809.71634,44.84,-67.02,574,Plt _9 ED,108,0,0,0,0,29,0,4,0,0,0,0,12,0,0,0,0,0,1,0,1,0,61,0,0,0
115.523,45453.03607,44.6418,-70.59992,575,Roxbury _,316,3,0,0,67,18,0,7,0,0,0,1,7,69,0,0,15,0,0,0,0,0,129,0,0,0
162.926,50862.51993,44.54214,-70.62274,576,New Penny,887,23,0,13,251,121,0,0,2,0,0,11,11,126,0,10,136,36,2,44,20,0,81,0,0,0
123.898,48546.03952,44.2258,-70.6071,577,Norway _R,100,2,0,0,23,8,0,5,1,0,0,0,0,17,0,1,22,9,1,8,1,0,2,0,0,0
105.948,41137.88933,44.3892,-70.5914,578,Woodstock,58,0,0,1,7,12,0,1,0,0,0,0,0,18,0,0,7,0,0,2,0,0,10,0,0,0
164.333,51128.87885,44.0541,-70.9425,579,Fryeburg,317,11,0,3,26,18,0,0,0,0,0,7,1,27,0,0,65,62,0,63,19,0,15,0,0,0
256.474,76647.53717,44.0428,-70.6871,580,Bridgeton,268,2,0,0,82,21,1,0,0,0,0,0,0,36,0,2,52,22,1,21,6,0,22,0,0,0
180.761,67539.13236,42.79,-71.5,581,Dunstable,481,14,0,1,0,4,0,0,1,32,0,1,0,2,6,0,16,283,1,112,7,0,1,0,0,0
280.879,103282.3178,43.8433,-70.1763,582,North Yar,374,8,0,2,69,38,0,0,0,2,0,1,7,94,1,8,43,26,1,16,1,0,57,0,0,0
274.829,68812.08051,42.2582,-75.5247,583,Clinton T,138,1,0,0,38,19,0,0,0,32,0,0,0,6,0,15,16,8,0,1,0,0,2,0,0,0
251.402,64644.73761,42.48,-76.37,584,Dryden,50,0,0,0,17,10,0,0,1,3,0,2,0,4,1,0,4,5,0,2,1,0,0,0,0,0
210.598,68654.38703,41.8,-71.48,585,Providenc,1879,21,2,0,1,16,0,0,0,119,0,12,0,1,126,1,86,1316,5,162,10,0,1,0,0,0
172.164,61270.96898,43.148,-75.6205,586,1st Pagan,132,12,0,4,40,21,1,0,0,0,0,4,0,28,0,2,14,3,0,1,0,0,0,2,0,0
82.7765,44855.83613,43.18,-75.32,587,Oriskany,189,7,0,7,84,10,0,3,0,0,0,3,0,27,1,2,33,0,0,3,1,0,0,3,1,4
168.902,53024.54563,42.4933,-74.2033,588,Rensslaer,203,9,0,1,93,10,0,0,1,0,0,0,0,47,3,5,20,9,0,3,2,0,0,0,0,0
167.857,54808.09531,42.5967,-74.155,589,Berne,184,2,0,6,83,4,0,0,1,0,0,1,0,55,1,0,23,6,0,1,1,0,0,0,0,0
211.009,71495.65542,42.95,-75.2,590,Bayards P,480,5,0,18,224,8,0,6,0,0,0,47,0,37,0,21,108,0,6,0,0,0,0,0,0,0
135.921,59368.35863,42.24,-75.18,591,Provost _,102,0,0,1,43,3,0,0,0,6,0,0,0,9,0,0,36,3,0,0,0,0,0,0,0,1
197.147,68102.66922,42.1847,-75.363,592,Bradstree,282,4,0,0,155,11,0,0,8,8,0,0,0,26,0,8,36,2,7,10,1,0,0,4,0,2
64.1228,35852.79283,42.27,-74.98,593,Bedlingto,108,0,0,0,79,6,0,0,0,0,0,0,0,6,0,4,12,0,0,0,0,0,0,0,0,1
192.837,61810.84485,42.48,-74.32,594,BristlNY,177,0,0,1,86,9,0,0,0,0,0,1,0,47,0,5,17,0,1,8,0,0,2,0,0,0
129.758,50923.19051,42.37,-74.137,595,StateLand,362,7,0,7,92,17,0,0,0,3,0,3,2,120,2,10,54,25,5,9,2,0,3,1,0,0
35.5889,24214.71214,42.81,-74.77,596,Cherry Va,59,1,0,3,21,3,0,0,0,0,0,1,0,6,0,3,16,2,0,1,0,0,2,0,0,0
75.2542,35972.20326,42.73,-74.72,597,Belvidere,246,1,0,7,122,6,0,0,2,0,0,1,0,50,0,1,45,4,7,0,0,0,0,0,0,0
91.9248,54365.27397,42.54,-74.45,598,Schohary,51,1,0,2,22,1,0,0,0,0,0,0,0,13,0,1,4,4,0,2,1,0,0,0,0,0
72.1728,59436.75067,42.62,-74.26,599,Lawyer Pa,232,10,0,7,45,6,0,0,0,0,0,1,0,34,5,3,14,75,0,24,7,0,0,1,0,0
199.111,59884.40201,42.42,-73.72,600,DeBruyns,369,5,0,0,0,2,0,0,0,14,0,11,0,0,39,11,40,175,10,53,6,0,0,0,1,2
346.454,76234.94147,41.25,-74.12,601,Cheescock,489,7,0,1,1,17,1,0,0,67,0,1,0,0,80,1,1,302,1,0,1,1,0,1,0,6
602.923,103436.5253,41.35,-74.42,602,Wawayanda,590,18,0,6,9,7,1,0,0,35,0,23,0,4,79,3,25,363,0,2,9,6,0,0,0,0
146.007,68577.10975,41.92,-74.08,603,Hurley Pa,229,4,0,2,8,10,3,0,0,15,0,1,0,35,11,11,45,67,6,11,0,0,0,0,0,0
124.052,63430.00373,41.0909,-73.6596,604,Greenwich,939,9,0,0,1,14,0,0,0,143,0,2,0,0,124,0,3,622,20,0,0,0,0,1,0,0
111.072,42068.1993,41.2245,-73.6759,605,Bedford,502,9,0,1,1,7,0,0,0,31,0,15,0,0,86,0,9,337,0,0,5,0,0,0,0,1
373.163,83049.59767,43.4564,-71.411,606,Gilmanton,69,2,0,0,14,8,0,0,1,0,0,2,0,7,0,1,10,8,2,7,1,0,6,0,0,0
196.141,59541.99661,42.925,-71.061,607,Kingston,865,57,0,7,129,69,1,0,0,31,0,6,0,66,3,11,107,230,1,100,47,0,0,0,0,0
301.046,70488.10738,43.01,-71.28,608,ChestrNH,2084,43,0,4,223,63,6,0,0,70,0,18,4,242,11,5,184,502,0,674,28,0,7,0,0,0
306.073,72355.7475,42.8717,-71.3617,609,Londonder,604,18,0,1,1,16,0,0,0,8,0,5,0,7,15,0,34,262,0,221,13,0,2,0,0,1
87.3233,45886.99331,41.445,-73.672,610,Philipse,209,11,0,3,8,1,2,0,0,22,0,5,0,2,29,2,12,109,0,0,0,0,3,0,0,0
989.626,162949.606,41.49,-74.65,611,Minisink,196,8,0,1,0,0,0,0,0,5,0,2,0,1,16,0,8,116,0,35,3,1,0,0,0,0
392.56,122797.7735,41.99,-74.794,612,GL _5 Har,682,4,0,9,317,84,0,0,6,5,0,1,4,128,0,9,104,1,5,1,0,0,3,0,0,1
184.466,66671.87264,42.093,-75.092,613,GL _36 Ha,100,0,0,0,47,7,0,0,2,0,0,2,0,19,0,0,11,1,3,0,0,0,0,5,0,3
340.895,110047.4497,41.9877,-74.6,614,GL _6 Har,140,0,0,4,77,13,0,0,2,0,0,0,0,6,0,13,23,0,2,0,0,0,0,0,0,0
457.259,106946.206,42.1,-74.594,615,GL _7 _ 9,188,0,0,1,106,19,0,0,0,7,0,0,1,31,0,0,9,2,3,9,0,0,0,0,0,0
207.586,82911.85971,41.696,-74.664,616,GL _1 Har,191,1,0,1,67,14,0,0,0,1,0,0,0,59,0,0,26,9,3,6,2,0,2,0,0,0
145.987,51393.97648,43.2813,-73.3266,617,Hebron _L,88,1,0,3,30,12,0,0,0,1,0,5,0,8,4,1,10,4,0,6,1,0,0,0,0,2
167.862,62713.26682,43.1629,-73.3177,618,Salem _Tu,162,3,0,5,73,14,0,0,2,0,0,6,0,0,5,16,18,9,0,8,1,0,0,1,0,1
101.671,40785.77349,44.5933,-73.03,619,Westford,244,1,0,7,152,4,0,0,0,0,0,2,1,24,0,5,35,0,2,0,0,0,9,0,2,0
209.49,76995.34163,44.0693,-69.6881,620,Pownalbor,186,3,0,0,17,16,0,0,0,0,0,1,1,34,0,0,9,44,0,42,2,0,17,0,0,0
196.688,124785.2174,43.9508,-69.4973,621,Bristol,396,4,0,2,6,52,0,0,1,0,0,0,9,43,0,0,49,90,0,47,6,0,87,0,0,0
117.662,46783.37048,43.3217,-71.4383,622,Loudon,367,13,0,0,114,20,0,0,0,4,0,0,2,67,0,1,32,20,0,65,2,0,27,0,0,0
194.189,64241.14655,43.352,-71.55,623,Canterbur,845,52,0,2,106,45,0,0,0,71,0,1,2,122,0,6,66,156,0,184,0,0,32,0,0,0
169.006,67008.11994,44.79,-71.66,624,Brunswick,71,3,0,1,9,16,0,2,0,0,0,1,7,7,0,0,4,0,0,2,0,0,19,0,0,0
229.408,70880.14509,44.75,-71.79,625,Ferdinand,81,0,0,0,9,20,0,2,0,0,0,0,7,4,0,0,4,0,1,1,1,0,32,0,0,0
166.12,81255.93459,44.52,-68.89,626,Prospect,314,11,0,0,72,50,0,5,0,0,0,0,22,31,0,0,21,1,1,13,5,0,82,0,0,0
250.101,112780.333,44.1087,-69.3912,627,Waldoboro,174,8,0,0,14,19,0,0,0,0,0,0,15,29,0,0,24,14,5,19,3,0,23,1,0,0
128.572,47346.55952,44.14,-69.23,628,Warren _U,126,16,0,0,7,17,0,0,0,0,0,0,6,9,0,0,18,23,0,13,0,0,17,0,0,0
117.742,70211.71837,44.1,-69.14,629,Thomaston,98,4,0,0,3,19,0,0,0,0,0,2,8,1,0,0,8,11,2,13,0,0,27,0,0,0
99.3268,52130.51263,43.96,-69.79,630,Nequasset,179,6,0,0,9,7,0,2,0,0,0,0,4,32,0,0,24,44,0,36,2,0,13,0,0,0
221.889,178568.3176,43.8464,-69.7886,631,Georgetow,184,0,0,0,13,16,0,1,2,0,0,0,3,22,0,0,9,33,0,34,1,0,50,0,0,0
281.494,139090.7907,44.36,-68.28,632,Mt. Deser,171,1,0,0,2,29,0,4,0,0,0,0,17,4,0,0,11,9,0,32,8,0,54,0,0,0
400.729,80073.99858,46.976,-69.139,633,T15R11,58,0,0,0,4,12,0,16,0,0,0,0,14,0,0,0,4,0,0,0,0,0,8,0,0,0
394.147,79425.65414,46.974,-68.887,634,T15R9,61,0,0,0,8,10,0,11,0,0,0,0,12,0,0,0,5,0,1,0,0,0,14,0,0,0
428.281,90821.30232,47.1615,-69.4455,635,T17R13,56,0,0,0,1,9,0,8,0,0,0,0,22,0,0,0,2,0,0,0,5,0,9,0,0,0
380.767,78058.35649,46.8,-69.41,636,T13R13,55,2,0,0,7,6,0,9,0,0,0,0,10,0,0,0,7,0,0,1,0,0,13,0,0,0
400.456,80048.08956,46.793,-69.155,637,T13R11,51,0,0,0,2,11,0,6,0,0,0,0,9,0,0,0,7,0,0,0,1,0,15,0,0,0
395.806,79596.78812,46.795,-68.886,638,T13R9,51,0,0,0,2,10,0,11,0,0,0,0,13,0,0,0,2,0,0,0,0,0,13,0,0,0
382.002,78182.06465,46.6097,-69.4045,639,T11R13,53,0,0,0,0,11,0,13,0,0,0,0,16,0,0,0,2,0,0,0,1,0,10,0,0,0
392.753,79515.45501,46.439,-69.403,640,T9R13,59,1,0,0,2,7,0,15,0,0,0,0,11,0,0,0,4,0,2,1,0,0,16,0,0,0
390.859,79096.91304,46.615,-69.14,641,T11R11,53,0,0,0,2,15,0,3,0,0,0,0,18,0,0,0,1,0,0,0,0,0,14,0,0,0
400.557,80062.01699,46.437,-69.147,642,T9R11,52,0,0,0,4,12,0,8,0,0,0,0,13,1,0,0,4,0,1,0,1,0,8,0,0,0
399.556,80023.94762,46.256,-69.416,643,T7R13,62,1,0,0,2,11,0,9,0,0,0,0,15,0,0,0,1,0,1,2,0,0,19,0,1,0
410.441,81121.13678,46.258,-69.144,644,T7R11,56,3,0,0,1,4,0,11,0,0,0,0,18,0,0,0,7,0,2,2,1,0,7,0,0,0
400.538,80292.38412,46.439,-69.666,645,T9R15,73,0,0,0,1,10,0,14,0,0,0,0,13,0,0,0,6,0,4,0,0,0,25,0,0,0
389.392,78933.89435,46.26,-69.66,646,T7R15,83,3,0,0,2,17,0,7,0,0,0,0,14,3,0,1,14,0,3,2,0,0,17,0,0,0
477.336,88347.09666,46.607,-69.682,647,T11R15_16,51,1,0,0,1,6,0,15,0,0,0,0,9,0,0,0,3,0,0,2,0,0,14,0,0,0
387.256,78724.50429,46.259,-69.902,648,T7R17,62,0,0,0,0,10,0,4,0,0,0,0,14,0,0,0,4,0,1,1,0,0,28,0,0,0
420.136,81993.35085,46.08,-69.405,649,T5R13,52,3,0,0,0,12,0,6,0,0,0,0,17,0,0,0,3,0,0,1,1,0,8,0,1,0
413.899,87542.22225,47.15,-68.599,650,T17R7,70,1,0,0,13,15,0,10,0,0,0,1,14,0,0,0,6,0,0,2,0,0,8,0,0,0
572.899,106524.4912,47.143,-68.379,651,T17R5,98,0,0,0,8,8,0,18,0,0,0,0,23,1,0,0,11,0,0,3,1,0,25,0,0,0
376.199,86262.54584,47.151,-68.135,652,T17R3,75,0,0,0,9,5,0,19,0,0,0,0,17,1,0,0,8,0,0,0,0,0,16,0,0,0
279.89,68499.20463,46.97846,-68.13091,653,New Swede,420,3,0,0,44,66,0,87,0,0,0,7,82,2,0,0,32,0,9,1,0,0,87,0,0,0
253.77,67856.82896,46.789,-68.122,654,T13R3,49,0,0,0,6,13,0,11,0,0,0,0,11,1,0,0,4,0,0,0,0,0,2,0,1,0
258.355,67802.07814,46.61415,-68.10668,655,Chapman _,142,5,0,0,10,7,0,25,0,0,0,3,53,5,0,0,9,0,1,1,2,0,20,0,1,0
393.586,79378.62336,46.964,-68.6166,656,T15R7,51,1,0,0,10,6,0,8,0,0,0,0,13,0,0,0,5,0,0,1,0,0,7,0,0,0
398.71,80018.82458,46.7945,-68.624,657,T13R7,49,2,0,0,3,10,0,14,0,0,0,0,4,3,0,0,3,0,0,0,0,0,10,0,0,0
369.603,79238.35196,46.606,-68.364,658,T11R5,51,1,0,0,3,8,0,4,0,0,0,0,18,0,0,1,2,0,0,0,0,0,14,0,0,0
370.857,77470.5055,46.604,-68.621,659,T11R7,59,3,0,0,9,11,0,6,0,0,0,0,14,0,0,0,10,0,0,0,0,0,6,0,0,0
374.515,77415.28981,46.606,-68.889,660,T11R9,46,0,0,0,4,14,0,7,0,0,0,0,7,1,0,0,0,0,1,0,0,0,12,0,0,0
388.439,78838.23551,46.439,-68.886,661,T9R9,49,0,0,0,5,7,0,9,0,0,0,0,12,1,0,0,6,0,0,1,0,0,8,0,0,0
396.855,79702.9386,46.431,-68.641,662,T9R7,47,2,0,0,4,10,0,9,0,0,0,2,9,0,0,0,3,0,0,1,0,0,7,0,0,0
402.019,80393.81303,46.083,-68.879,663,T5R9,50,0,0,0,5,8,0,8,0,0,0,0,6,1,0,0,4,0,1,0,0,0,16,0,1,0
211.75,101858.4442,44.95,-67.22,664,Twp _2 _D,148,0,0,0,3,16,0,8,0,0,0,0,27,19,0,0,4,0,0,19,5,0,47,0,0,0
324.233,122450.2303,44.75,-67.16,665,Cutler_Wh,60,0,0,0,2,6,0,4,0,0,0,0,14,0,0,0,3,0,0,4,0,0,27,0,0,0
156.145,79291.89675,44.7,-67.43,666,Machais,76,0,0,0,2,10,0,1,1,0,0,0,6,10,0,0,2,0,0,4,0,0,40,0,0,0
158.049,54859.4431,44.32,-69.29,667,Appleton_,323,8,0,0,98,19,1,1,2,0,0,2,8,73,0,0,25,2,1,14,0,0,69,0,0,0
528.879,103158.319,47.34,-69.14,668,Temiscout,103,0,0,0,12,24,0,13,0,0,0,0,30,0,0,0,2,0,0,0,1,0,21,0,0,0
464.827,85921.846,46.8055,-69.672,669,T13R15,68,0,0,0,1,15,0,13,0,0,0,0,19,0,0,0,2,0,0,2,0,0,16,0,0,0
307.358,78765.52147,46.263,-70.174,670,T7R19,49,1,0,0,0,8,0,8,0,0,0,0,8,0,0,0,8,0,1,0,0,0,15,0,0,0
433.175,87103.83595,46.436,-69.918,671,T9R17,69,1,0,0,1,4,0,15,0,0,0,2,7,0,0,0,3,0,4,1,1,0,26,0,4,0
462.737,97659.3836,47.11,-67.94,672,VanBuren_,74,1,0,0,3,10,0,11,0,0,0,0,13,1,0,1,4,0,1,0,0,0,29,0,0,0
579.721,97486.11875,46.85,-67.93,673,Connor_TK,51,1,0,0,5,13,0,7,0,0,0,0,11,0,0,0,8,0,0,0,0,0,6,0,0,0
513.63,100867.3606,46.27,-67.845,674,Fram_Aca,49,1,0,0,2,8,0,8,0,0,0,0,9,4,0,0,9,0,0,1,0,0,7,0,0,0
502.341,94781.50564,46.58,-67.92,675,Easton_T,68,0,0,0,16,6,0,6,0,0,0,0,20,1,0,1,11,0,0,0,0,0,7,0,0,0
420.625,83177.91983,46.425,-68.108,676,T9R3,57,2,0,0,8,5,0,6,0,0,0,0,9,4,0,0,4,0,1,1,0,0,16,0,1,0
204.425,59665.78527,45.676,-68.374,677,T1R5 _ Mo,53,2,0,0,11,10,0,7,0,0,0,0,3,6,0,0,3,0,0,4,0,0,7,0,0,0
237.678,61977.36021,45.897,-68.365,678,T3R5,50,1,0,0,14,4,0,6,0,0,0,0,5,3,0,2,7,0,1,1,0,0,6,0,0,0
50.8128,30727.15225,45.80767,-68.3267,679,Silver Ri,124,5,0,0,42,7,0,21,0,0,0,0,3,14,0,0,17,0,0,0,0,0,15,0,0,0
